,Unnamed: 0,Sample name,Sample date,Sample ID,Plot,ID,Nitrogen,Water,Block,Direction,Barcode,Notes,Barcode_key,Run,% Moisture Content (MC),Moisture as decimal,lb/bu,Weight (g) 0% MC,Weight (g) 15.5% MC,Weight (kg) 0% MC,Weight (kg) 15.5% MC,Harvest area (ac),Harvest area (ha),"Grain Yield, 0% MC bu/ac","Grain Yield, 15.5% MC bu/ac","Grain Yield, 0% MC kg/ha","Grain Yield, 15.5% MC kg/ha","Annual ET, mm",Water trt target,N trt target,lbs NH4-N / ac,lbs NO3-N / ac,Total N / ac,qPCR_DW,qPCR_FW,qPCR_DW_log,qPCR_FW_log,GWC,Stems,Leaves,Shoots,Grain 0% MC,EC.4.1.1.5,EC.1.1.1.76,EC.3.2.1.6,EC.3.2.1.14,EC.2.6.1.86,EC.4.1.1.74,EC.3.5.99.7,EC.5.4.4.2,EC.4.2.99.21,EC.3.3.2.1,EC.1.3.1.28,EC.3.2.1.21,EC.3.2.1.20,EC.3.2.1.91,EC.1.10.3.2,EC.1.11.1.7,EC.3.2.1.52,EC.3.5.1.4,EC.3.5.1.5,EC.3.4.11.1,EC.1.3.3.11,EC.3.1.3.1,EC.3.1.3.2,EC.3.1.3.8,EC.3.1.3.26,EC.3.1.6.1,EC.1.18.6.1,EC.1.14.18.3,EC.1.14.99.39,EC.1.7.2.6,EC.1.7.1.15,EC.1.7.2.2,EC.1.7.1.4,EC.1.7.7.1,EC.1.7.2.1,EC.1.7.2.5,EC.1.7.2.4
59,59,153,2021-06-30,15S,15S,225.0,Optimal,Low,2,S,15.0,NxW_B library,barcode15B,B,11.6,0.116,58.1,2429.9,2806.6,2.4299,2.8066,0.001147842,0.000464515,80.33,92.78,5231.1,6042.0,,70.0,200.0,1.872304046,5.255511441,6.151861998999999,978571366.2601756,1187116832.544057,20.701604276489498,20.894793374473444,0.175673919,,,61.1,,0.0674330310578661,0.103368369980567,0.0,0.1803852177378597,0.0035913872298502,0.116304239453718,0.0645571536666719,0.2307154627850365,0.0564204308282237,0.1181049666164553,0.1181049666164553,0.2434737692239653,0.2297863828597003,0.0073329166868787,0.0,0.0,0.4928267185921203,0.2036022484077329,0.1427879551249446,0.5095484357490333,0.1246658683747327,0.2582737894595029,0.2057073757877904,0.0472139936596224,0.053930869190488,0.1002015042182144,0.0111972851113443,0.0053510037039199,0.0053510037039199,0.0,0.3162234979553668,0.1558071814823952,0.0,0.0029745994351474,0.1036567951058716,0.1239104683093708,0.028974722166467
60,60,154,2021-06-30,28N,28N,325.0,Optimal,Low,3,N,16.0,NxW_B library,barcode16B,B,11.9,0.119,58.1,3428.1,3959.4,3.4281,3.9594,0.001147842,0.000464515,113.32,130.89,7379.9,8523.7,,70.0,200.0,12.780754962,1.355343748,13.16014523,1207604457.2339077,1356408797.4021523,20.91190444677549,21.0281064540412,0.109704641,,,74.95,,0.0685362813141991,0.0788252282304732,0.0024086281449243,0.1688496504521436,0.003611202484443,0.1080215921145595,0.0864758192871627,0.2148162965247305,0.0502943034792666,0.1023689726446362,0.1023689726446362,0.240733561442258,0.2087842160475809,0.0032498269572018,0.0,0.0,0.4522758298821189,0.1681658260235869,0.1290709143587435,0.4287114813593988,0.1013299888380448,0.2391185502514885,0.1830334438127339,0.0381610413769684,0.0650937995099435,0.0974136593578874,0.0116558021925522,0.0052226783892467,0.0052226783892467,0.0,0.2508154096726072,0.1357317351961263,0.0,0.0064464347154605,0.0813472051698005,0.1211650171776999,0.0342686348974449
61,61,172,2021-06-30,28S,28S,325.0,Optimal,Low,3,S,34.0,NxW_B library,barcode34B,B,11.9,0.119,58.1,3428.1,3959.4,3.4281,3.9594,0.001147842,0.000464515,113.32,130.89,7379.9,8523.7,,70.0,200.0,8.762396202,1.863006783,9.649449497,549639980.6235965,617368129.6518997,20.12477404117495,20.240976048440647,0.109704641,,,74.95,,0.0549033864795986,0.0821891264860227,0.0,0.1478888081110976,0.0082587289776181,0.0910692412699868,0.0678456371574883,0.2240422277102136,0.0450646351789065,0.0865427437439925,0.0865427437439925,0.2714225004576336,0.2353256001766078,0.0064375733109488,0.0,0.0,0.4678592405999295,0.18863456206238,0.1337347410323562,0.477559166075041,0.1163582360291624,0.2732274641467643,0.1735153328350263,0.0611251094465033,0.0401234920281003,0.0949343135664012,0.0145870474039402,0.0082572418191597,0.0082572418191597,0.0,0.3204293008989028,0.1528188284685608,0.0,0.0040320050634402,0.0716214221749362,0.0906783040533219,0.023097603098295
62,62,149,2021-06-30,9N,9N,126.0,High,Low,1,N,11.0,NxW_B library,barcode11B,B,11.7,0.117,58.4,3344.0,3862.3,3.344,3.8623,0.001147842,0.000464515,109.98,127.02,7198.9,8314.8,,70.0,245.0,1.655196378,1.245292853,1.924535744,1822574620.7282956,2173202461.2511573,21.323515965167086,21.49946770518801,0.161341544,,,52.46,,0.0465522096372477,0.0907221198526117,0.0,0.129020872572077,0.0075135942147402,0.0783805608311063,0.0649349935345992,0.2013995579245822,0.0610475965227757,0.0796175301417564,0.0796175301417564,0.2294852334726716,0.1766942966790069,0.007536317862636,0.0,0.0,0.4892202552309937,0.1778449472922437,0.1318350619839008,0.5100278710937253,0.1304641369196956,0.2382253857532217,0.1674231432188936,0.0454588661365977,0.0370868476203181,0.0985832715252042,0.0228334665294166,0.0094691588932855,0.0094691588932855,0.0018448918107911,0.3130035156875464,0.138962988372382,0.0,0.0148516562026758,0.1005195375225058,0.1178329208350693,0.0276632164683673
63,63,171,2021-06-30,9S,9S,126.0,High,Low,1,S,33.0,NxW_B library,barcode33B,B,11.7,0.117,58.4,3344.0,3862.3,3.344,3.8623,0.001147842,0.000464515,109.98,127.02,7198.9,8314.8,,70.0,245.0,2.038410002,2.270844775,3.3333012890000004,1011538041.4199176,1206138248.7508333,20.734737822782243,20.910689562803167,0.161341544,,,52.46,,0.0492804610335349,0.0804216304686775,0.0018918608294571,0.1181687079089133,0.0102032532665753,0.0847943308525674,0.0511508198386461,0.2041681952274688,0.0541905625241082,0.0715029502137082,0.0715029502137082,0.2028292872835682,0.1639795038998005,0.0048016207321,0.0,0.0,0.4610256161674916,0.1482200092504879,0.1175615944677085,0.4777210260493272,0.1054584987193877,0.2338344071630863,0.1598543613411432,0.0429631940067589,0.0289050061552359,0.1072460734236445,0.0344303501729025,0.0147219473205002,0.0147219473205002,0.0079231736955468,0.2848973478220483,0.1613538942868033,0.0,0.0198260544722668,0.0843203271502324,0.1228192510875054,0.0280199708023093
64,64,141,2021-06-30,13N,13N,226.0,High,Low,2,N,5.0,NxW_B library,barcode05B,B,12.4,0.124,59.2,3300.4,3812.0,3.3004,3.812,0.001147842,0.000464515,107.08,123.67,7105.1,8206.4,,70.0,245.0,9.702227075,5.923005668,14.64927925,679371552.6590755,790007902.8972553,20.33667874154401,20.487553507042715,0.140044612,,,74.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.4984064526023589,0.3317397859356922,0.0833333333333333,0.5817397859356922,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.2460887960319762,0.3294221293653095,0.0
65,65,150,2021-06-30,13S,13S,226.0,High,Low,2,S,12.0,NxW_B library,barcode12B,B,12.4,0.124,59.2,3300.4,3812.0,3.3004,3.812,0.001147842,0.000464515,107.08,123.67,7105.1,8206.4,,70.0,245.0,2.79116624,3.390154375,5.205367126,904894291.3930444,1052257249.6435648,20.6233286897514,20.77420345525011,0.140044612,,,74.53,,0.1094984553532425,0.1311027444200617,0.0,0.1755408523259399,0.0034481072240961,0.1388418539363053,0.0526934755875834,0.1904181478669507,0.0479912168240963,0.1342541093458994,0.1342541093458994,0.2414379787136092,0.2156122953792195,0.0041645539780074,0.0,0.0,0.4067349533786361,0.1605472830078807,0.149627371446285,0.412066587637971,0.1485860730993001,0.2340763973406075,0.1977035046225327,0.0335135982138213,0.0984603352664323,0.1130195479753414,0.011075717450586,0.0044351571772632,0.0044351571772632,0.0,0.2919975803385207,0.1296170644895979,0.0,0.0035782211876925,0.0495538178090431,0.0859225989847392,0.0180187729774012
66,66,163,2021-06-30,26N,26N,326.0,High,Low,3,N,25.0,NxW_B library,barcode25B,B,12.7,0.127,59.7,3336.1,3853.2,3.3361,3.8532,0.001147842,0.000464515,107.33,123.96,7181.9,8295.0,,70.0,245.0,1.928335351,0.988720757,1.94110262,587292479.6425458,646078176.7492594,20.191033515443195,20.286431071064676,0.09098852,,,81.16,,0.0412721774740749,0.0703346322511148,0.0,0.1333304268930797,0.0019831123442738,0.075899674584216,0.0574863968461711,0.1668065995528349,0.0600476369006172,0.0829994403445146,0.0829994403445146,0.2459393480035947,0.173352272367092,0.0061782231062509,0.0,0.0,0.4902747386184637,0.187669133840667,0.1410675750905339,0.5333530484415565,0.145924723944439,0.2210798913297634,0.1450221089108088,0.0546335492006738,0.0333863176345188,0.1052367820736268,0.0183436598066265,0.0155702219788275,0.0155702219788275,0.0034410841738658,0.3746395659168797,0.103892451225618,0.0,0.0123323781198333,0.0617798680211952,0.0901795020231618,0.015084422898679
67,67,175,2021-06-30,26S,26S,326.0,High,Low,3,S,36.0,NxW_B library,barcode36B,B,12.7,0.127,59.7,3336.1,3853.2,3.3361,3.8532,0.001147842,0.000464515,107.33,123.96,7181.9,8295.0,,70.0,245.0,9.57060722,0.861003403,9.455657135,826108149.4043528,908798367.875786,20.53223625439674,20.62763381001822,0.09098852,,,81.16,,0.0645858951556153,0.0942833570896228,0.0013400433811257,0.1547018363314469,0.0053283633451618,0.1079226331058966,0.0552559314713202,0.1759061835460721,0.0575830515207774,0.1041893924830911,0.1041893924830911,0.2248726569936308,0.1920924921780057,0.0037617117882806,0.0,0.0,0.4341538745368151,0.1563000145279888,0.1450376384557505,0.4542526973208679,0.1250394240829681,0.2306622786145438,0.163861146009163,0.0384339087337929,0.0640462768356683,0.1013074060186237,0.0166166151114754,0.0122005460425731,0.0122005460425731,0.0020298502029131,0.2942655408167069,0.1198181736974076,0.0,0.0071645823128826,0.0670046816743224,0.0969897334680112,0.0248562504782538
68,68,16,2021-07-27,2S,2S,111.0,Low,High,1,S,4.0,NxW_A library,barcode04A,A,13.6,0.136,57.7,3297.1,3808.2,3.2971,3.8082,0.001147842,0.000464515,109.75,126.76,7098.0,8198.1,,100.0,20.0,3.974279176,0.796784571,3.795110259,685433055.2278353,851299654.1340722,20.3455613938868,20.56227474457448,0.194839265,318.0,275.0,,,0.0382033557293823,0.0601592835935099,0.0031893317924304,0.1318287051801363,0.0046624226905395,0.0583343813049042,0.0586621502662548,0.2533197686753032,0.0616719087787626,0.0731534718263567,0.0731534718263567,0.2397158538006758,0.2154419985465368,0.0031893317924304,0.0,0.0,0.4778734201961573,0.1722714456465444,0.1416755740214208,0.4869138021174559,0.100652656992637,0.269279902430684,0.1500292157764382,0.0473388205745179,0.022830462012069,0.1150988197768979,0.0146771250538461,0.0065399057559301,0.0065399057559301,0.0,0.3094979549337319,0.1711478450994024,0.0,0.0078530497095188,0.0761466293811168,0.1009630431475128,0.0240746092587817
69,69,24,2021-07-27,2N,2N,111.0,Low,High,1,N,10.0,NxW_A library,barcode10A,A,13.6,0.136,57.7,3297.1,3808.2,3.2971,3.8082,0.001147842,0.000464515,109.75,126.76,7098.0,8198.1,,100.0,20.0,3.83502565,0.755633848,3.61470601,2356312556.32555,2926512004.246643,21.58036375791185,21.797077108599535,0.194839265,318.0,275.0,,,0.0279477891915728,0.0999963083572716,0.0,0.1437818497603122,0.0,0.0953878577986073,0.0253510052183726,0.2104489144565528,0.055073368860873,0.0884866940523175,0.0884866940523175,0.1855571790775438,0.1855565696123426,0.0,0.0,0.0,0.4220200939273165,0.2027407635633399,0.1567086794600967,0.4186683838526866,0.1502043241463077,0.2355053733648621,0.182921686497743,0.0383283900585062,0.0299761673934238,0.1767194906234231,0.0355121111361859,0.0184435262583596,0.0184435262583596,0.0029501578848536,0.2251065310763372,0.1496778564863052,0.0,0.0222167368894591,0.073423254920015,0.121400778415625,0.0649276190839846
70,70,20,2021-07-27,23S,23S,211.0,Low,High,2,S,6.0,NxW_A library,barcode06A,A,15.7,0.157,56.8,4344.1,5017.5,4.3441,5.0175,0.001147842,0.000464515,146.9,169.66,9352.0,10801.6,,100.0,20.0,1.877180483,0.636023829,1.537250823,2016340623.3914835,2543062638.332979,21.42455013289901,21.65663495475153,0.207121133,,,,,0.0614162770782756,0.0863220107880707,0.0018464197682275,0.1728308684520201,0.0082603250911591,0.1036218980360768,0.0760352242102269,0.2813706216325422,0.0636596208474532,0.1131303042179337,0.1131303042179337,0.2478963490947981,0.2297696418715083,0.0038958688842279,0.0,0.0,0.4946284737203823,0.1819375886659584,0.1411147644904641,0.5073189263259918,0.1056561980642221,0.2827281979326215,0.2118492593282491,0.0433198265561291,0.0590830552387645,0.1298286783980559,0.0112280553208071,0.0045809493269502,0.0045809493269502,0.0,0.2757420232617806,0.1959476266780296,0.0,0.0087489297991568,0.1050932734826409,0.1121588994928418,0.0382458858753666
71,71,28,2021-07-27,23N,23N,211.0,Low,High,2,N,12.0,NxW_A library,barcode12A,A,15.7,0.157,56.8,4344.1,5017.5,4.3441,5.0175,0.001147842,0.000464515,146.9,169.66,9352.0,10801.6,,100.0,20.0,1.934568805,0.541917764,1.500533081,676714937.0026302,853490949.4600394,20.33276067425961,20.56484549611213,0.207121133,,,,,0.0547211157335768,0.0866736687850501,0.0,0.153900498180582,0.0069820940173691,0.089299419856923,0.047094911799853,0.2936476906004525,0.0507518397857861,0.0884738822621194,0.0884738822621194,0.2996214234496999,0.2695655631082793,0.0058429478858169,0.0,0.0,0.4853797253636528,0.1583426611384245,0.1197788940199008,0.5187124285275521,0.1373365334648681,0.3091222555776514,0.2139825452239684,0.0454734335159744,0.047850549029493,0.0812094854154379,0.0034228364610365,0.0034228364610365,0.0034228364610365,0.0,0.3156178858754203,0.2429044092626149,0.0,0.0,0.0953039171827082,0.0881187514481785,0.0114586915253406
72,72,6,2021-07-27,32N,32N,311.0,Low,High,3,N,2.0,NxW_A library,barcode02A,A,13.6,0.136,58.1,3545.0,4094.5,3.545,4.0945,0.001147842,0.000464515,117.19,135.35,7631.6,8814.5,,100.0,20.0,2.805638429,0.871206301,2.700891242,874131835.5145624,1094005222.9250853,20.58874176379421,20.81311131508936,0.200980199,,,,,0.0705012295812709,0.094335164289849,0.0025798809655873,0.1772602991612008,0.0029022465206066,0.1041080718364024,0.0646420947561562,0.208490310533137,0.0603800202376373,0.095366421247756,0.095366421247756,0.2874895116559104,0.2511264988072559,0.0025818657640925,0.0,0.0,0.4827549839683708,0.1931657797246007,0.1559076687443353,0.4941648716226096,0.1321453774912461,0.2879233140604917,0.1866267115089025,0.0627381118180253,0.0550409243773967,0.1096483328736912,0.013050321331608,0.0056332178477754,0.0056332178477754,0.0,0.355223702106888,0.1431645966853784,0.0,0.0079222237364283,0.0769155977357739,0.0958616145765561,0.0128270813727567
73,73,30,2021-07-27,32S,32S,311.0,Low,High,3,S,14.0,NxW_A library,barcode14A,A,13.6,0.136,58.1,3545.0,4094.5,3.545,4.0945,0.001147842,0.000464515,117.19,135.35,7631.6,8814.5,,100.0,20.0,2.143830935,0.877249816,2.045127263,1167133324.1062462,1460706383.8036802,20.877816428889226,21.10218598018438,0.200980199,,,,,0.0679658458303121,0.0970920594225452,0.0194174757281553,0.1941747572815534,0.0,0.0776748968776454,0.0485440025036439,0.1844706705762459,0.0388349514563106,0.1165095351507005,0.1165095351507005,0.3106845759925113,0.2621405734888673,0.0,0.0,0.0,0.3495195274488219,0.1262139054162653,0.1359273240621114,0.3495195274488219,0.1359273240621115,0.2427234109439675,0.1165095351507005,0.0194174757281553,0.0679658458303121,0.1068007972866228,0.0485440025036439,0.0194177889114109,0.0194177889114109,0.0,0.2621408866721229,0.1456357191199352,0.0,0.0,0.0291265267754886,0.0485440025036439,0.029126213592233
74,74,38,2021-07-27,3S,3S,115.0,Optimal,High,1,S,19.0,NxW_A library,barcode19A,A,13.5,0.135,59.0,5874.9,6785.5,5.8749,6.7855,0.001147842,0.000464515,191.25,220.89,12647.4,14607.7,,100.0,200.0,3.629168123,0.852917515,3.50613215,1538554800.8627942,1896496390.998283,21.15410937176233,21.36327401611134,0.188738345,268.0,318.0,,,0.0567118354968553,0.0827491635157495,0.0,0.1466087555464726,0.0067135368574287,0.0851000892564089,0.0589930655230976,0.2815763218995117,0.0523661420486819,0.0889718989606054,0.0889718989606054,0.2547281525204148,0.2287473609499186,0.0,0.0,0.0,0.5005133167817546,0.2074465509447959,0.1116230990007881,0.5187565273038877,0.1111922895383302,0.2833426286299266,0.2260895297824084,0.0577963485164686,0.0130304319254841,0.0966507246747375,0.0141650269160114,0.0087877388166341,0.0087877388166341,0.0,0.2923564281138142,0.2159146545509116,0.0,0.0050509934383611,0.102754920453007,0.1113798536591611,0.029879127519998
75,75,45,2021-07-27,3N,3N,115.0,Optimal,High,1,N,26.0,NxW_A library,barcode26A,A,13.5,0.135,59.0,5874.9,6785.5,5.8749,6.7855,0.001147842,0.000464515,191.25,220.89,12647.4,14607.7,,100.0,200.0,4.762722793,0.813928631,4.600697937,2443986406.1309867,3012574785.2965965,21.61689631610076,21.82606096044977,0.188738345,268.0,318.0,,,0.0383593237392934,0.0790748313459698,0.0,0.1341853652828845,0.0046571023923846,0.0977156093040191,0.0560870221175825,0.1845932116634578,0.0365209890688812,0.0672121303213482,0.0672121303213482,0.2212079913137445,0.1780886482809173,0.0,0.0,0.0,0.4400481234561177,0.1853521812699415,0.1062664359781642,0.4548682370798012,0.1066963517012365,0.2337242508017783,0.1571195304089359,0.0333201868017146,0.0271361906081623,0.0859967217223072,0.0139805003204311,0.0043374062556062,0.0043374062556062,0.0,0.2588180831995104,0.1421853711989244,0.0,0.0092729491106894,0.0780612031858958,0.1205828381885555,0.0523002707208194
76,76,41,2021-07-27,20N,20N,215.0,Optimal,High,2,N,22.0,NxW_A library,barcode22A,A,15.0,0.15,57.7,4795.1,5538.3,4.7951,5.5383,0.001147842,0.000464515,159.62,184.36,10322.8,11922.9,,100.0,200.0,3.448590512,1.171437655,3.644074679,1639161559.728269,2172741423.486009,21.217450703984586,21.49925553596581,0.245579091,,,,,0.0695687877856268,0.1149471704394805,0.0048880903519225,0.1753463635602525,0.0090567856450762,0.1226391210622205,0.0678976916509835,0.2138757685907086,0.0702805234700231,0.1167146652071913,0.1167146652071913,0.2393751386180728,0.2195229663038494,0.0055341404959806,0.0,0.0,0.4787309284667249,0.1999295407281289,0.1180145612486436,0.5011784783367904,0.1460652827587688,0.2676787718137265,0.2110849482838897,0.0259860011862184,0.0669132688069214,0.1214966022685353,0.024515083213782,0.0143322609530757,0.0143322609530757,0.0,0.2757140743185903,0.1702515040175846,0.0,0.0037633085222792,0.0758428238903435,0.1222520638210387,0.0585106394913429
77,77,50,2021-07-27,20S,20S,215.0,Optimal,High,2,S,30.0,NxW_A library,barcode30A,A,15.0,0.15,57.7,4795.1,5538.3,4.7951,5.5383,0.001147842,0.000464515,159.62,184.36,10322.8,11922.9,,100.0,200.0,2.635407523,2.135107383,3.794561418,1478398102.5234108,1959646246.3945453,21.114224975384563,21.39602980736579,0.245579091,,,,,0.066378597748487,0.0975968542940266,0.0034096397741395,0.1763170939953676,0.0048522583792451,0.1093858971254423,0.0482386745217257,0.1797071940152971,0.0509781137299346,0.1240127409254578,0.1240127409254578,0.2151624193774519,0.1781149358631905,0.0,0.0,0.0,0.4337332009558398,0.1605594337308637,0.1280936242048489,0.4576278835426539,0.1258167008239556,0.2064664071912178,0.175802814272151,0.0408643036384254,0.0586548850644135,0.1196758315033362,0.020216559585675,0.008778969035656,0.008778969035656,0.0,0.2531376805224177,0.1483301785646619,0.0,0.0111268422974496,0.0686927047035551,0.1132941217686868,0.0539460417673232
78,78,21,2021-07-27,36S,36S,315.0,Optimal,High,3,S,7.0,NxW_A library,barcode07A,A,13.0,0.13,58.6,5296.7,6117.7,5.2967,6.1177,0.001147842,0.000464515,173.6,200.51,11402.7,13170.1,,100.0,200.0,1.670926075,1.178847907,1.873820494,797900672.2364995,975458661.9959358,20.49749467678536,20.69841834090805,0.18202513,292.0,287.0,,,0.0525937855763677,0.078459940533981,0.0,0.1289281840867181,0.0,0.0645900913092363,0.0429339728229812,0.2493947979200899,0.0519071866424691,0.0738440511343579,0.0738440511343579,0.2800676636675231,0.2243568305366325,0.0,0.0,0.0,0.4676967321528679,0.1575232816033612,0.1436950708327596,0.4878306383013203,0.1195147326756303,0.2651338431900659,0.1830650773992189,0.0467640564728497,0.0336646335152189,0.0910680277136333,0.0071778235015407,0.0071778235015407,0.0071778235015407,0.0,0.3213086894787201,0.1886253201792418,0.0,0.0038063947438987,0.0748111706103843,0.0655699950975017,0.0
79,79,33,2021-07-27,36N,36N,315.0,Optimal,High,3,N,16.0,NxW_A library,barcode16A,A,13.0,0.13,58.6,5296.7,6117.7,5.2967,6.1177,0.001147842,0.000464515,173.6,200.51,11402.7,13170.1,,100.0,200.0,2.39914705,1.138819784,2.562013346,1459249181.5047538,1783978010.846169,21.1011878811467,21.30211154526939,0.18202513,292.0,287.0,,,0.0893010910935116,0.1363658006852564,0.0030470102687458,0.1947515714378783,0.0055903931537053,0.1390967248617325,0.0748223678855843,0.2114233859983465,0.0640930361388413,0.1249699560471249,0.1249699560471249,0.2796858822651369,0.237294194343623,0.0056962762511235,0.0,0.0,0.4920806449412625,0.2145455146081336,0.1491697437520831,0.495264367517397,0.1610330453356861,0.2698179683074037,0.2091591494730275,0.0520980974991178,0.0840825459554013,0.140940374069222,0.0122871776401027,0.0029418023108335,0.0029418023108335,0.0,0.3498413537843703,0.1077288656228294,0.0,0.0080939661373191,0.062331338212332,0.0981112605196507,0.023715115686213
80,80,56,2021-07-27,6S,6S,116.0,High,High,1,S,35.0,NxW_A library,barcode35A,A,15.0,0.15,58.8,5345.4,6173.9,5.3454,6.1739,0.001147842,0.000464515,174.6,201.67,11507.5,13291.1,,100.0,245.0,2.566746929,2.627973836,4.218767277,2016553314.9414496,2531154474.435428,21.424655611274304,21.65194134961236,0.203306896,,,,,0.0625086053350193,0.070639325850359,0.0,0.1483981969295095,0.0,0.1114508095884112,0.0523754478489232,0.2532777177535165,0.0551169714613499,0.0980717570080884,0.0980717570080884,0.2664421252957726,0.2467631607035676,0.0056780749021184,0.0,0.0,0.4839344791021742,0.1775032585376644,0.1312113016603272,0.5086144783597386,0.1136372133428411,0.3000080109694822,0.1815927597074591,0.0506323487674742,0.0479422309327741,0.1141713796627596,0.0115022583979315,0.0064563629987253,0.0064563629987253,0.0,0.3353954287827316,0.198055932234595,0.0,0.0137432447337905,0.0742488609628048,0.0860356739652933,0.0182133836496086
82,82,46,2021-07-27,22N,22N,216.0,High,High,2,N,27.0,NxW_A library,barcode27A,A,15.1,0.151,58.8,5485.9,6336.2,5.4859,6.3362,0.001147842,0.000464515,179.19,206.97,11809.9,13640.5,,100.0,245.0,16.229399602,35.581491926,50.83493804,2142295053.5077252,2682381840.506877,21.48514354622139,21.70997098322568,0.201345975,,,,,0.0559765883716659,0.0805448240424501,0.0,0.1693370054912886,0.0115319940586151,0.0823310617581944,0.0532772148068647,0.2347032050044664,0.0376837773209547,0.082676468036585,0.082676468036585,0.2176850986173647,0.1972027194080482,0.0068204095620477,0.0,0.0,0.4686073146500426,0.1987975229224393,0.1208122625774931,0.4955738310714419,0.1087179674270236,0.2517092028840558,0.184457586829128,0.0543768944989221,0.0336209886267278,0.0901672713162454,0.0140552446252067,0.0062424711614683,0.0062424711614683,0.0,0.2545221869393725,0.1621102502020692,0.0,0.0062424711614683,0.0898886966497834,0.1171540966041695,0.0517862243066406
83,83,48,2021-07-27,22S,22S,216.0,High,High,2,S,29.0,NxW_A library,barcode29A,A,15.1,0.151,58.8,5485.9,6336.2,5.4859,6.3362,0.001147842,0.000464515,179.19,206.97,11809.9,13640.5,,100.0,245.0,2.733414326,2.139745128,3.897205966000001,2244859523.5516186,2810803493.4796934,21.531908783154623,21.756736220158903,0.201345975,,,,,0.0698283756355981,0.0863268540160825,0.0,0.151971330394091,0.0081703734795872,0.1064467699106255,0.0862405897609522,0.2177652597699082,0.041332922266413,0.0903296008974275,0.0903296008974275,0.2264494758984437,0.1774084134221173,0.0,0.0,0.0,0.4527274607841928,0.168156456826549,0.1331010541834647,0.4872975088768878,0.1205088448573411,0.2529534284836132,0.1779686845493188,0.0298660898420262,0.044304710907045,0.0773906808242964,0.0202385166015912,0.0091398955074346,0.0091398955074346,0.0,0.2311545691198305,0.1647049739196458,0.0,0.0039373074440902,0.0919705139216133,0.1261385404473252,0.0498099098492634
84,84,58,2021-07-27,35N,35N,316.0,High,High,3,N,37.0,NxW_A library,barcode37A,A,16.0,0.16,57.2,5585.4,6451.2,5.5854,6.4512,0.001147842,0.000464515,187.55,216.62,12024.2,13887.9,,100.0,245.0,27.953791812,3.042445731,30.02028406,1116011150.7914937,1408706507.6344304,20.833026692604264,21.06593774982264,0.207775967,254.0,300.0,,,0.066062925650522,0.1064151697669974,0.0,0.1448558190161586,0.0,0.1112183832362178,0.0492768238337275,0.1546779808078376,0.0512906932702997,0.0860867803961337,0.0860867803961337,0.2328420804151627,0.1870413737092366,0.0074925247879324,0.0,0.0,0.4264158572137487,0.180901832415099,0.1467568418858728,0.4344611552948568,0.1397371632207041,0.2294571720485124,0.1618666415223411,0.0465585708549421,0.0701685967158382,0.0679709805083206,0.0111788133624677,0.0051280624566602,0.0051280624566602,0.0,0.2910337890083151,0.103401272836311,0.0,0.0060507509058075,0.0530924301669213,0.0781144080507334,0.0046106656513492
85,85,178,2021-07-27,35S,35S,316.0,High,High,3,S,38.0,NxW_B library,barcode38B,B,16.0,0.16,57.2,5585.4,6451.2,5.5854,6.4512,0.001147842,0.000464515,187.55,216.62,12024.2,13887.9,,100.0,245.0,3.14600864,0.973614886,3.143670038,307408846.19917965,388032719.7788755,19.54368916614065,19.77660022335903,0.207775967,254.0,300.0,,,0.0567810541869862,0.080168475970534,0.0,0.1539955247737293,0.003889500834224,0.078340066357243,0.0515347154177923,0.2467727539330177,0.0559862714757577,0.0863248212973439,0.0863248212973439,0.2657252387093295,0.2507360525565053,0.0055346870363185,0.0,0.0,0.4854774576723525,0.1798505881549471,0.1599577093380288,0.4871827064917298,0.1033750380106836,0.2893227240465673,0.1990330694615644,0.0655859289426875,0.0426300047739368,0.0931403931218769,0.0134062412258718,0.0065087040724555,0.0065087040724555,0.0,0.354128838018707,0.1706704261187522,0.0,0.0039939538058724,0.0759730542387494,0.0724882357718567,0.0154131399467127
86,86,15,2021-07-27,8N,8N,121.0,Low,Low,1,N,3.0,NxW_A library,barcode03A,A,13.3,0.133,58.9,2857.6,3300.6,2.8576,3.3006,0.001147842,0.000464515,93.18,107.63,6151.9,7105.4,,70.0,20.0,8.759740008,9.511106782,17.294893300000002,888303277.8214439,949105195.5901024,20.604823771726867,20.67103019931406,0.064062359,,,,,0.0322223818016091,0.0940934406248485,0.0,0.2179413754757085,0.0099290126445429,0.0627861115951885,0.0448843560689172,0.1803499680967969,0.0672080892115208,0.0885866545652813,0.0885866545652813,0.3047377256249503,0.2553227084416741,0.0,0.0,0.0,0.4655120364005499,0.2566575949383305,0.2073729023910211,0.468264344084261,0.115959614516645,0.3103896975879561,0.1983440875094665,0.143170206189652,0.0338368431613324,0.1191163635768128,0.0145266336820274,0.0069973305369903,0.0069973305369903,0.0,0.3581405910564104,0.078025698416735,0.0,0.027844674980124,0.0766387151793387,0.0798256946813588,0.0247299774239133
